,sentence_norm,canonical_aspect,majority_category,majority_sentiment,majority_tone,runs_count,,,,,,
3525,"PEMBERDAYAAN PEMASOK LOKAL US$ 408,355",local supplier empowerment,s,positive,outcome,1,,,,,,
3526,"PEMBERDAYAAN PEMASOK LOKAL | US$ 408,355",local supplier development,s,positive,outcome,1,,,,,,
3527,"PEMBERDAYAAN PEMASOK LOKAL | US$ 408,355",local supplier empowerment,s,positive,outcome,2,,,,,,
3528,"PENANAMAN MANGROVE DI PESISIR PANTURA, JAWA TENGAH",mangrove planting,e,positive,action,1,,,,,,
3529,"PENDAPATAN REVENUE | US$ 4,460,530",revenue,none,neutral,outcome,1,,,,,,
3530,PENENTUAN TOPIK MATERIAL DAN BATASAN LAPORAN Determination of Material Topics and Report Boundaries,determination of material topics and report boundaries,g,neutral,action,1,,,,,,
3531,PENGELOLAAN LIMBAH,waste management,e,neutral,action,1,,,,,,
3532,PENGELOLAAN LIMBAH Waste Management,waste management,e,neutral,action,1,,,,,,
3533,PENGELOLAAN SUMBER DAYA AIR,water resources management,e,neutral,action,1,,,,,,
3534,PENGELOLAAN SUMBER DAYA AIR Water Resources Management,water resources management,e,neutral,action,1,,,,,,
3535,PENGELOLAAN SUMBER DAYA MANUSIA INOVATIF INNOVATIVE HUMAN RESOURCES MANAGEMENT,human resources management,s,neutral,action,1,,,,,,
3536,PENGEMBANGAN DAN PEMBERDAYAAN MASYARAKAT,community development and empowerment,s,positive,action,1,,,,,,
3537,PENGEMBANGAN DAN PEMBERDAYAAN MASYARAKAT (Community Development and Empowerment),community engagement,s,positive,action,1,,,,,,
3538,PENGEMBANGAN DAN PEMBERDAYAAN MASYARAKAT Community Development and Empowerment,community development and empowerment,s,positive,action,2,,,,,,
3539,PENGEMBANGAN POTENSI MASYARAKAT BERKELANJUTAN DEVELOPMENT OF SUSTAINABLE COMMUNITY POTENTIALS,community development,s,positive,action,1,,,,,,
3540,PENGEMBANGAN POTENSI MASYARAKAT BERKELANJUTAN DEVELOPMENT OF SUSTAINABLE COMMUNITY POTENTIALS,development of sustainable community potentials,s,positive,action,1,,,,,,
3541,PENGENDALIAN PERUBAHAN IKLIM MELALUI INVENTARISASI GAS RUMAH KACA,climate change control through ghg inventory,e,neutral,action,1,,,,,,
3542,PENGENDALIAN PERUBAHAN IKLIM MELALUI INVENTARISASI GAS RUMAH KACA Climate Change Control through Greenhouse Gas (GHG) Inventory,climate change control through ghg inventory,e,neutral,action,1,,,,,,
3543,PENGGUNAAN AIR 2021: 48.273 m³ (meningkat dari 12.356 m³ di 2020),water resources management,e,neutral,action,1,,,,,,
3544,"PENGGUNAAN AIR 3,3",water usage,e,neutral,action,1,,,,,,
3545,"PENGGUNAAN AIR 3,3 JUTA LITER",water usage,e,neutral,action,1,,,,,,
3546,"PENGGUNAAN AIR 3,3 JUTA LITER MILLION LITER",water usage,e,neutral,action,1,,,,,,
3547,"PENGGUNAAN AIR 3,3 WATER USAGE 3,3 JUTA LITER MILLION LITER",water usage,e,neutral,action,2,,,,,,
3548,PENGGUNAAN PENEBANGAN,tree conservation,e,neutral,action,1,,,,,,
3549,PENGHARGAAN PERUSAHAAN Awards,awards,none,positive,outcome,1,,,,,,
3550,PERLINDUNGAN TERHADAP WABAH COVID-19,protection against covid-19,s,positive,action,1,,,,,,
3551,PERLINDUNGAN TERHADAP WABAH COVID-19 (Protection Against the COVID-19 Outbreak),occupational health & safety,s,positive,action,1,,,,,,
3552,PERLINDUNGAN TERHADAP WABAH COVID-19 Protection Against the COVID-19 Outbreak,covid-19 protection,s,positive,action,1,,,,,,
3553,PERLINDUNGAN TERHADAP WABAH COVID-19 Protection Against the COVID-19 Outbreak,protection against covid-19 outbreak,s,positive,action,1,,,,,,
3554,"PERTAMINA akan selalu hadir untuk Indonesia dalam memberikan energi untuk bangsa serta mendukung terwujudnya ketahanan energi nasional yang inklusif dengan mengacu pada lima prinsip utama, yaitu availability, accessibility, affordability, acceptability, dan sustainability.",energy access and security,e-s,positive,commitment,1,,,,,,
3555,"PERTAMINA akan selalu hadir untuk Indonesia dalam memberikan energi untuk bangsa serta mendukung terwujudnya ketahanan energi nasional yang inklusif dengan mengacu pada lima prinsip utama, yaitu availability, accessibility, affordability, acceptability, dan sustainability.",energy security,e-s,positive,commitment,1,,,,,,
3556,"PERTAMINA akan selalu hadir untuk Indonesia dalam memberikan energi untuk bangsa serta mendukung terwujudnya ketahanan energi nasional yang inklusif dengan mengacu pada lima prinsip utama, yaitu availability, accessibility, affordability, acceptability, dan sustainability.",energy security & sustainability,e-s,positive,commitment,1,,,,,,
3557,"PERTAMINA is unwavering in supplying energy for Indonesia and supporting the realization of inclusive national energy resilience by referring to the five main principles, namely availability, accessibility, affordability, acceptability, and sustainability.",energy security,e-s,positive,commitment,1,,,,,,
3558,"PERTAMINA is unwavering in supplying energy for Indonesia and supporting the realization of inclusive national energy resilience by referring to the five main principles, namely availability, accessibility, affordability, acceptability, and sustainability.",energy security & sustainability,e-s,positive,commitment,1,,,,,,
3559,PERUBAHAN TERKAIT PELAPORAN DAN PERNYATAAN ULANG Changes Regarding Reporting and Restatement,changes in reporting and restatement,g,neutral,action,1,,,,,,
3560,PROGRAM DAN PELATIHAN K3 OSH Program and Training,occupational safety training program,s,neutral,action,1,,,,,,
3561,PROGRAM DAN PELATIHAN K3 OSH Program and Training,program and training,s,neutral,action,1,,,,,,
3562,PROSES PENENTUAN TOPIK MATERIAL Process to Determine Material Topics,process to determine material topics,g,neutral,action,1,,,,,,
3563,"PT Bumi Resources Minerals Tbk (BRMS) dengan sepenuh hati mendukung pembangunan berkelanjutan, dengan berusaha menggapai masa depan pertambangan emas melalui praktik yang bertanggung jawab.",sustainable development support,e-s-g,positive,commitment,1,,,,,,
3564,PT Bumi Resources Minerals Tbk melalui entitas anak usahanya selalu berkomitmen dalam pengolahan lingkungan berkelanjut.,environmental management,e,positive,commitment,1,,,,,,
3565,PT Bumi Resources Minerals Tbk melalui entitas anak usahanya selalu berkomitmen dalam pengolahan lingkungan berkelanjut. Salah satu aktifitas yang dilakukan adalah reklamasi yang terprogram pada area terdampak.,land rehabilitation,e,positive,action,1,,,,,,
3566,PT Bumi Resources Minerals Tbk melalui entitas anak usahanya selalu berkomitmen dalam pengolahan lingkungan berkelanjutan.,commitment to sustainable environmental management,e,positive,commitment,1,,,,,,
3567,PT Bumi Resources Minerals Tbk melalui entitas anak usahanya selalu berkomitmen dalam pengolahan lingkungan berkelanjutan.,environmental management,e,positive,commitment,2,,,,,,
3568,PT Bumi Resources Minerals Tbk melalui entitas anak usahanya selalu berkomitmen dalam pengolahan lingkungan berkelanjutan.,environmental sustainability,e,positive,commitment,1,,,,,,
3569,PT Bumi Resources Minerals Tbk through its subsidiaries has always been committed to sustainable environmental management.,environmental management,e,positive,commitment,1,,,,,,
3570,PT Bumi Resources Minerals berkomitmen untuk senantiasa memberikan dampak positif dan berkelanjutan kepada pemangku kepentingan.,commitment to stakeholders,e-s-g,positive,commitment,1,,,,,,
3571,PT Bumi Resources Minerals berkomitmen untuk senantiasa memberikan dampak positif dan berkelanjutan kepada pemangku kepentingan.,community engagement,e-s-g,positive,commitment,3,,,,,,
3572,PT Bumi Resources Minerals berkomitmen untuk senantiasa memberikan dampak positif dan berkelanjutan kepada pemangku kepentingan.,general sustainability commitment,e-s-g,positive,commitment,1,,,,,,
